Fecha,Demanda_Real,Prediccion_RF,Prediccion_LSTM,Temperatura,Humedad,Velocidad_Viento,Error_RF
2018-12-22 03:00:00,21891.0,22032.64,22498.182760059834,7.954000000000008,84.2,1.8,0.6470238910967951
2018-12-22 04:00:00,21853.0,21855.44,22501.52091035247,7.758000000000027,85.6,2.6,0.011165515032255024
2018-12-22 05:00:00,22551.0,22438.15,23044.191655248404,7.448000000000013,86.4,2.6,0.5004212673495567
2018-12-22 06:00:00,24115.0,23711.050000000003,24178.8508836627,7.436000000000024,82.8,2.6,1.675098486419229
2018-12-22 07:00:00,25760.999999999996,25893.37,26551.479802906513,7.574000000000024,80.4,2.4,0.5138387484957985
2018-12-22 08:00:00,28444.0,27901.329999999998,28277.99879527092,7.5380000000000225,80.4,3.0,1.9078540289692092
2018-12-22 09:00:00,30139.0,29827.324999999997,29669.699704289436,8.288000000000022,80.4,2.4,1.0341252198148676
2018-12-22 10:00:00,30199.0,30581.060000000005,30469.728793621063,10.724000000000023,73.0,2.8,1.2651412298420641
2018-12-22 11:00:00,29718.0,30180.980000000007,30475.058331489563,11.498333333333363,73.16666666666667,2.5,1.5579110303519983
2018-12-22 12:00:00,29766.999999999996,29664.630000000005,29756.86065363884,13.994000000000018,65.4,3.0,0.3439043235797753
2018-12-22 13:00:00,29157.0,29027.8,29486.886422157288,13.878333333333368,63.166666666666664,2.1666666666666665,0.44311829063346964
2018-12-22 14:00:00,28044.0,28167.28,28925.816310465336,14.598333333333358,63.5,2.0,0.43959492226500796
2018-12-22 15:00:00,27345.0,27347.13,27945.50861901045,14.705000000000032,64.66666666666667,2.1666666666666665,0.007789358200771691
2018-12-22 16:00:00,27815.000000000004,27748.499999999996,27448.062946677208,14.535000000000016,63.833333333333336,1.6666666666666667,0.23907963329141566
2018-12-22 17:00:00,29901.0,29656.06,28253.097036242485,13.15500000000002,72.66666666666667,1.5,0.819169927427172
2018-12-22 18:00:00,30399.999999999996,30846.08,30117.379515886307,11.101666666666668,78.66666666666667,2.5,1.4673684210526494
2018-12-22 19:00:00,30931.0,30873.789999999997,30927.18992304802,10.816000000000008,79.6,1.6,0.1849600724192647
2018-12-22 20:00:00,30579.999999999996,30982.880000000005,30864.74313080311,9.95400000000003,80.6,1.6,1.3174623937214138
2018-12-22 21:00:00,29293.0,28843.720000000005,29445.627692461014,9.082000000000017,83.0,2.6,1.5337452633734858
2018-12-22 22:00:00,27320.0,27296.920000000002,27020.982374072075,8.588000000000022,85.2,2.2,0.08448023426060801
2018-12-22 23:00:00,24956.0,25223.019999999997,25577.032959878445,7.8840000000000146,86.4,2.6,1.0699631351177945
2018-12-23 00:00:00,22910.0,23334.440000000002,23825.83541369438,7.14166666666668,89.5,1.8333333333333333,1.8526407682234933
2018-12-23 01:00:00,21599.0,21759.82,22239.15825036168,6.62833333333334,89.66666666666667,2.1666666666666665,0.7445715079401811
2018-12-23 02:00:00,20744.0,20888.44,21241.015024900436,6.433333333333347,88.5,2.3333333333333335,0.696297724643264
2018-12-23 03:00:00,20397.0,20410.875,20783.181088000536,6.4040000000000195,87.2,3.4,0.06802470951610531
2018-12-23 04:00:00,20439.0,20342.149999999998,20820.95959660411,5.968000000000018,88.8,2.8,0.4738490141396457
2018-12-23 05:00:00,20989.0,21121.379999999997,21438.291114479303,5.7900000000000205,88.16666666666667,3.0,0.6307113249797388
2018-12-23 06:00:00,22014.0,21858.18,22283.501799285412,5.488000000000011,91.0,2.8,0.7078222949032421
2018-12-23 07:00:00,22978.0,22977.559999999998,23646.208967894316,5.462000000000023,89.6,2.4,0.001914875097929882
2018-12-23 08:00:00,25196.0,24579.089999999997,24990.39558160305,5.066000000000019,89.8,2.6,2.4484441974916793
2018-12-23 09:00:00,27240.0,27093.499999999996,26562.390155673027,6.096000000000027,90.0,2.0,0.5378120411160192
2018-12-23 10:00:00,27874.0,27412.620000000003,27685.91753780842,8.166666666666694,84.16666666666667,1.8333333333333333,1.6552342684939276
2018-12-23 11:00:00,27699.999999999996,27976.05,28259.50699687004,10.666666666666694,77.0,1.8333333333333333,0.996570397111924
2018-12-23 12:00:00,27944.0,27569.83,28047.479850172997,11.956666666666697,69.5,1.3333333333333333,1.3389994274262749
2018-12-23 13:00:00,27598.0,27649.48,27914.50979745388,13.595000000000008,65.0,1.3333333333333333,0.18653525617798233
2018-12-23 14:00:00,26415.0,26443.980000000003,27413.132016181946,14.403333333333356,62.666666666666664,1.5,0.10971039182284005
2018-12-23 15:00:00,25724.0,25882.240000000005,26342.559042811394,16.134000000000025,61.4,2.0,0.6151453895195352
2018-12-23 16:00:00,26020.0,26157.750000000004,25782.37490516901,15.712000000000023,62.0,2.2,0.5294004611837189
2018-12-23 17:00:00,28361.0,27711.630000000005,26266.08592569828,14.072000000000003,72.2,1.2,2.289658333627148
2018-12-23 18:00:00,29187.0,29764.079999999998,28457.45578312874,11.086666666666682,85.16666666666667,1.0,1.9771816219549734
2018-12-23 19:00:00,29880.0,29712.419999999995,29695.008162379265,10.300000000000022,86.2,0.8,0.5608433734939939
2018-12-23 20:00:00,29973.0,30238.519999999997,29754.524530410767,9.006000000000018,89.8,0.8,0.8858639442164508
2018-12-23 21:00:00,28805.999999999996,28544.519999999997,28544.848153829575,8.004000000000019,91.0,1.2,0.9077275567590072
2018-12-23 22:00:00,26608.0,26931.44,26568.227040350437,7.482000000000005,88.8,1.4,1.21557426337943
2018-12-23 23:00:00,24074.000000000004,24686.46,24936.498370468616,7.084000000000026,88.6,2.0,2.5440724432998065
2018-12-24 00:00:00,22040.0,22517.87,22923.9134888947,6.452000000000021,90.0,2.2,2.1681941923774906
2018-12-24 01:00:00,20759.0,20717.14,21237.81483733654,6.344000000000017,88.6,1.6,0.20164747820222836
2018-12-24 02:00:00,20087.0,19997.670000000002,20375.828158587217,5.830000000000018,89.8,1.8,0.44471548762880525
2018-12-24 03:00:00,19894.0,19871.53,20158.43552839756,5.328000000000008,90.8,2.0,0.1129486277269587
2018-12-24 04:00:00,20299.0,19985.09,20486.32911518216,4.89000000000002,89.6,2.6,1.5464308586629876
2018-12-24 05:00:00,21617.0,21596.2,21592.43485149741,4.442000000000019,90.8,2.2,0.09622056714622414
2018-12-24 06:00:00,23853.0,23218.54,23463.522693634033,3.850000000000011,92.0,2.2,2.659875068125599
2018-12-24 07:00:00,25773.000000000004,27194.56,26151.3824121356,4.108000000000027,89.8,2.6,5.515694719279857
2018-12-24 08:00:00,28255.0,28273.16,27812.010679125786,3.8380000000000223,89.8,2.8,0.0642718102990616
2018-12-24 09:00:00,29575.0,29087.159999999996,29044.909982919693,4.77000000000002,89.5,1.8333333333333333,1.6495012679628194
2018-12-24 10:00:00,29423.0,29919.76,29772.53705382347,7.702000000000021,82.0,1.6,1.688339054481183
2018-12-24 11:00:00,28749.0,29202.710000000003,29752.021345615387,10.14000000000002,74.2,1.8,1.5781766322306958
2018-12-24 12:00:00,28400.0,28377.96999999999,28883.567535579205,12.730000000000018,63.4,2.4,0.0775704225352456
2018-12-24 13:00:00,27707.0,27566.57,28110.82836407423,14.594000000000017,56.2,2.4,0.5068394268596393
2018-12-24 14:00:00,26728.0,26825.419999999995,27316.920301020145,15.908000000000039,56.0,1.4,0.36448668063452044
2018-12-24 15:00:00,26318.999999999996,26263.96,26580.17741984129,16.176000000000034,54.2,1.6,0.20912648656862814
2018-12-24 16:00:00,26881.999999999996,27392.319999999992,26408.41895765066,16.088000000000033,57.4,1.4,1.8983706569451535
2018-12-24 17:00:00,29305.0,27993.55,27302.6385910511,14.02600000000001,65.0,1.0,4.475174884831942
2018-12-24 18:00:00,29570.0,30376.529999999995,29470.57053220272,11.37600000000001,74.2,1.2,2.7275278998985297
2018-12-24 19:00:00,28474.0,29260.26,30235.43863904476,9.574000000000012,78.2,1.6,2.7613261220762744
2018-12-24 20:00:00,26583.0,28488.660000000003,28598.562555789948,8.064000000000021,87.2,1.6,7.168716849114108
2018-12-24 21:00:00,24287.000000000004,25524.295000000002,25447.735522925854,7.0260000000000105,91.0,1.6,5.094474410178277
2018-12-24 22:00:00,23231.000000000004,22975.120000000003,23081.161216139793,6.508000000000027,89.8,2.0,1.1014592570272521
2018-12-24 23:00:00,22499.0,22647.88,22067.89138737321,6.104000000000008,92.4,2.0,0.661718298591053
2018-12-25 00:00:00,21353.0,21843.249999999996,21608.308781445026,5.708000000000015,91.2,2.0,2.2959303142415415
2018-12-25 01:00:00,20021.0,20468.679999999997,21118.487689495087,5.316000000000019,92.2,2.2,2.236052145247473
2018-12-25 02:00:00,18899.0,19312.9,20358.45991769433,4.984000000000026,97.2,0.8,2.1900629662945206
2018-12-25 03:00:00,18279.0,18742.19,19628.495696544647,4.55333333333336,94.5,1.6666666666666667,2.534000765906224
2018-12-25 04:00:00,18179.0,18553.56,19112.84716016054,4.704000000000019,94.8,2.0,2.060399361901102
2018-12-25 05:00:00,18472.0,18747.16,18968.88664728403,4.03000000000002,95.66666666666667,1.6666666666666667,1.4896058899956683
2018-12-25 06:00:00,19012.0,19114.010000000002,19242.75875377655,3.9016666666666993,92.16666666666667,1.6666666666666667,0.5365558594571956
2018-12-25 07:00:00,19244.0,19713.87,20126.601056665182,4.26400000000001,88.4,2.4,2.4416441488256027
2018-12-25 08:00:00,20540.0,20221.92,20814.316502928734,4.081666666666678,91.0,2.0,1.5485881207400278
2018-12-25 09:00:00,22644.0,22098.1,22218.510056853294,5.14500000000001,88.33333333333333,2.0,2.4107931460872702
2018-12-25 10:00:00,24059.000000000004,23687.699999999997,23831.58739823103,6.78333333333336,83.16666666666667,2.5,1.5432894135251112
2018-12-25 11:00:00,24491.0,24195.229999999996,24608.0854550004,9.508000000000015,72.6,1.4,1.20766812298397
2018-12-25 12:00:00,24569.999999999996,24613.85,24865.533492326736,11.308000000000026,71.0,1.4,0.17846967846968737
2018-12-25 13:00:00,23736.0,24589.850000000002,24629.92601621151,13.110000000000014,63.8,1.4,3.597278395685887
2018-12-25 14:00:00,22063.0,23192.94,23946.823591709137,14.300000000000022,60.2,1.4,5.121425010198063
2018-12-25 15:00:00,21618.0,21580.2,22998.58076632023,14.562000000000012,65.2,1.2,0.17485428809325226
2018-12-25 16:00:00,22204.0,21576.730000000003,22845.82521507144,14.444000000000017,61.6,1.2,2.8250315258511836
2018-12-25 17:00:00,24487.000000000004,22943.29,23631.537333488464,13.54200000000002,74.6,0.8,6.304202229754575
2018-12-25 18:00:00,25638.000000000004,25990.75,25796.36014932394,11.512000000000011,75.0,0.4,1.3758873547078412
2018-12-25 19:00:00,26518.0,26886.21,27177.30133485794,10.318000000000017,80.8,1.0,1.388528546647557
2018-12-25 20:00:00,26921.0,26666.909999999996,27430.233232438564,9.090000000000021,88.2,0.8,0.9438356673229219
2018-12-25 21:00:00,26318.0,26341.54,26787.28378176689,8.284000000000002,88.2,1.4,0.08944448666312362
2018-12-25 22:00:00,24341.0,25807.960000000003,25459.45721977949,7.492000000000007,88.0,1.4,6.02670391520481
2018-12-25 23:00:00,22138.0,23895.39,23425.756509244442,6.694000000000005,86.8,1.2,7.9383413135784595
2018-12-26 00:00:00,20267.0,20767.54,21435.925892412663,6.006000000000017,89.2,1.6,2.4697291162974335
2018-12-26 01:00:00,19102.0,19400.27,19704.895553052425,6.0040000000000076,89.6,1.4,1.5614595330331926
2018-12-26 02:00:00,18598.0,18749.51,18752.949986040592,5.52800000000002,94.6,1.2,0.8146574900526853
2018-12-26 03:00:00,18522.0,18720.45,18539.2323679924,5.396000000000015,90.0,1.4,1.0714285714285754
2018-12-26 04:00:00,19135.0,18810.38,19033.48469954729,5.096000000000015,91.0,1.0,1.6964724327149148
2018-12-26 05:00:00,20917.0,19710.13,20244.46573111415,5.01333333333335,93.33333333333333,2.1666666666666665,5.76980446526748
2018-12-26 06:00:00,23860.0,22585.76,22424.303889989853,4.602000000000021,92.0,1.6,5.340486169321046
2018-12-26 07:00:00,26435.0,26768.91,25542.617592334747,4.964000000000032,92.0,1.6,1.2631359939474178
2018-12-26 08:00:00,28792.0,28390.300000000003,27567.94399946928,4.812000000000023,89.2,1.8,1.3951792164490036
2018-12-26 09:00:00,30404.0,29600.769999999997,29052.308619379997,4.842000000000018,92.0,1.8,2.641856334692814
2018-12-26 10:00:00,30774.0,30176.710000000003,30137.113321185112,7.386666666666694,80.66666666666667,2.1666666666666665,1.940891661792413
2018-12-26 11:00:00,30529.999999999996,30501.3,30749.020130872726,9.883333333333354,70.33333333333333,2.1666666666666665,0.09400589584014771
2018-12-26 12:00:00,30532.000000000004,29771.76,30445.35697579384,11.058000000000016,65.8,1.4,2.489977728285095
2018-12-26 13:00:00,29731.999999999996,29602.67,30077.106723308563,12.874000000000024,60.6,1.0,0.43498587380599396
2018-12-26 14:00:00,28525.0,29338.1,29278.475747585297,13.47800000000002,61.4,2.0,2.850482033304114
2018-12-26 15:00:00,28144.0,27976.640000000007,28029.67067629099,14.096000000000027,61.6,1.8,0.5946560545764401
2018-12-26 16:00:00,28627.0,28017.280000000002,27714.441931068897,13.414000000000021,66.0,1.8,2.129877388479399
2018-12-26 17:00:00,30534.0,29452.215,28603.442944526672,12.424000000000012,69.6,1.6,3.5428866181961087
2018-12-26 18:00:00,31167.0,31284.700000000008,30393.396720290184,10.758000000000015,78.2,1.6,0.3776430198607758
